cycle,send_rate,sent,service_rate,serviced,sender_outstanding,noc_outstanding,receiver_queue,arrival_noc,arrival_receiver,response_noc,response_sender,raw_throttle,delayed_throttle,queue_over_capacity
31,3.0,3.0,3.0,3.0,96.0,63.0,0.0,3.0,3.0,0.0,0.0,False,False,False
32,3.0,3.0,3.0,3.0,99.0,66.0,0.0,3.0,3.0,0.0,0.0,False,False,False
33,3.0,3.0,3.0,3.0,102.0,66.0,0.0,3.0,3.0,3.0,0.0,False,False,False
34,3.0,3.0,3.0,3.0,105.0,66.0,0.0,3.0,3.0,3.0,0.0,False,False,False
35,3.0,3.0,3.0,3.0,108.0,66.0,0.0,3.0,3.0,3.0,0.0,False,False,False
36,3.0,3.0,3.0,3.0,111.0,66.0,0.0,3.0,3.0,3.0,0.0,False,False,False
37,3.0,3.0,3.0,3.0,114.0,66.0,0.0,3.0,3.0,3.0,0.0,False,False,False
38,3.0,3.0,3.0,3.0,117.0,66.0,0.0,3.0,3.0,3.0,0.0,False,False,False
39,3.0,3.0,3.0,3.0,120.0,66.0,0.0,3.0,3.0,3.0,0.0,False,False,False
40,3.0,3.0,3.0,3.0,123.0,66.0,0.0,3.0,3.0,3.0,0.0,False,False,False
41,3.0,3.0,3.0,3.0,126.0,66.0,0.0,3.0,3.0,3.0,0.0,False,False,False
42,3.0,3.0,3.0,3.0,129.0,66.0,0.0,3.0,3.0,3.0,0.0,False,False,False
43,2.98,2.98,3.0,3.0,131.98,66.0,0.0,3.0,3.0,3.0,0.0,False,False,False
44,2.9204000000000003,2.9204000000000003,3.0,3.0,131.9004,66.0,0.0,3.0,3.0,3.0,3.0,False,False,False
45,2.9219920000000004,2.9219920000000004,3.0,3.0,131.82239199999998,66.0,0.0,3.0,3.0,3.0,3.0,False,False,False
46,2.9235521600000003,2.9235521600000003,3.0,3.0,131.74594416,66.0,0.0,3.0,3.0,3.0,3.0,False,False,False
47,2.9250811168,2.9250811168,3.0,3.0,131.67102527679998,66.0,0.0,3.0,3.0,3.0,3.0,False,False,False
48,2.9265794944640002,2.9265794944640002,3.0,3.0,131.59760477126397,66.0,0.0,3.0,3.0,3.0,3.0,False,False,False
49,2.9280479045747203,2.9280479045747203,3.0,3.0,131.5256526758387,66.0,0.0,3.0,3.0,3.0,3.0,False,False,False
50,2.929486946483226,2.929486946483226,3.0,3.0,131.45513962232192,66.0,0.0,3.0,3.0,3.0,3.0,False,False,False
51,2.9308972075535618,2.9308972075535618,3.0,3.0,131.38603682987548,66.0,0.0,3.0,3.0,3.0,3.0,False,False,False
52,2.9322792634024903,2.9322792634024903,3.0,3.0,131.31831609327796,66.0,0.0,3.0,3.0,3.0,3.0,False,False,False
53,2.933633678134441,2.933633678134441,3.0,3.0,131.2519497714124,66.0,0.0,3.0,3.0,3.0,3.0,False,False,False
54,2.9349610045717522,2.9349610045717522,3.0,3.0,131.18691077598416,65.98,0.0,2.98,3.0,3.0,3.0,False,False,False
55,2.9362617844803167,2.9362617844803167,3.0,3.0,131.12317256046447,65.9004,0.0,2.9204000000000003,3.0,3.0,3.0,False,False,False
56,2.937536548790711,2.937536548790711,3.0,3.0,131.06070910925519,65.82239200000001,0.0,2.9219920000000004,3.0,3.0,3.0,False,False,False
57,2.9387858178148965,2.9387858178148965,3.0,3.0,130.9994949270701,65.74594416000001,0.0,2.9235521600000003,3.0,3.0,3.0,False,False,False
58,2.9400101014585984,2.9400101014585984,3.0,3.0,130.93950502852869,65.67102527680001,0.0,2.9250811168,3.0,3.0,3.0,False,False,False
59,2.9412098994294262,2.9412098994294262,3.0,3.0,130.8807149279581,65.597604771264,0.0,2.9265794944640002,3.0,3.0,3.0,False,False,False
60,2.9423857014408377,2.9423857014408377,3.0,3.0,130.82310062939894,65.52565267583873,0.0,2.9280479045747203,3.0,3.0,3.0,False,False,False
61,2.943537987412021,2.943537987412021,3.0,3.0,130.76663861681095,65.45513962232195,0.0,2.929486946483226,3.0,3.0,3.0,False,False,False
62,2.944667227663781,2.944667227663781,3.0,3.0,130.71130584447474,65.38603682987551,0.0,2.9308972075535618,3.0,3.0,3.0,False,False,False
63,2.945773883110505,2.945773883110505,3.0,3.0,130.65707972758526,65.318316093278,0.0,2.9322792634024903,3.0,3.0,3.0,False,False,False
64,2.9468584054482947,2.9468584054482947,3.0,3.0,130.60393813303355,65.25194977141244,0.0,2.933633678134441,3.0,3.0,3.0,False,False,False
65,2.947921237339329,2.947921237339329,3.0,2.98,130.55185937037288,65.18691077598419,0.0,2.9349610045717522,2.98,3.0,3.0,False,False,False
66,2.9489628125925424,2.9489628125925424,3.0,2.9204000000000003,130.50082218296544,65.12317256046451,0.0,2.9362617844803167,2.9204000000000003,3.0,3.0,False,False,False
67,2.9499835563406913,2.9499835563406913,3.0,2.9219920000000004,130.45080573930613,65.06070910925523,0.0,2.937536548790711,2.9219920000000004,3.0,3.0,False,False,False
68,2.9509838852138772,2.9509838852138772,3.0,2.9235521600000003,130.40178962452,64.99949492707013,0.0,2.9387858178148965,2.9235521600000003,3.0,3.0,False,False,False
69,2.9519642075096,2.9519642075096,3.0,2.9250811168,130.3537538320296,64.93950502852873,0.0,2.9400101014585984,2.9250811168,3.0,3.0,False,False,False
70,2.952924923359408,2.952924923359408,3.0,2.9265794944640002,130.30667875538902,64.88071492795815,0.0,2.9412098994294262,2.9265794944640002,3.0,3.0,False,False,False
71,2.9538664248922197,2.9538664248922197,3.0,2.9280479045747203,130.26054518028124,64.823100629399,0.0,2.9423857014408377,2.9280479045747203,3.0,3.0,False,False,False
72,2.954789096394375,2.954789096394375,3.0,2.929486946483226,130.2153342766756,64.76663861681101,0.0,2.943537987412021,2.929486946483226,3.0,3.0,False,False,False
73,2.955693314466488,2.955693314466488,3.0,2.9308972075535618,130.1710275911421,64.7113058444748,0.0,2.944667227663781,2.9308972075535618,3.0,3.0,False,False,False
74,2.956579448177158,2.956579448177158,3.0,2.9322792634024903,130.12760703931926,64.6570797275853,0.0,2.945773883110505,2.9322792634024903,3.0,3.0,False,False,False
75,2.9574478592136146,2.9574478592136146,3.0,2.933633678134441,130.08505489853286,64.6039381330336,0.0,2.9468584054482947,2.933633678134441,3.0,3.0,False,False,False
76,2.958298902029343,2.958298902029343,3.0,2.9349610045717522,130.04335380056222,64.57185937037292,0.0,2.947921237339329,2.9349610045717522,2.98,3.0,False,False,False
77,2.9591329239887556,2.9591329239887556,3.0,2.9362617844803167,130.00248672455098,64.60042218296546,0.0,2.9489628125925424,2.9362617844803167,2.9204000000000003,3.0,False,False,False
78,2.9599502655089807,2.9599502655089807,3.0,2.937536548790711,129.96243699005996,64.62841373930615,0.0,2.9499835563406913,2.937536548790711,2.9219920000000004,3.0,False,False,False
79,2.960751260198801,2.960751260198801,3.0,2.9387858178148965,129.92318825025876,64.65584546452003,0.0,2.9509838852138772,2.9387858178148965,2.9235521600000003,3.0,False,False,False
80,2.9615362349948247,2.9615362349948247,3.0,2.9400101014585984,129.8847244852536,64.68272855522963,0.0,2.9519642075096,2.9400101014585984,2.9250811168,3.0,False,False,False
81,2.962305510294928,2.962305510294928,3.0,2.9412098994294262,129.84702999554852,64.70907398412504,0.0,2.952924923359408,2.9412098994294262,2.9265794944640002,3.0,False,False,False
82,2.9630594000890293,2.9630594000890293,3.0,2.9423857014408377,129.81008939563756,64.73489250444254,0.0,2.9538664248922197,2.9423857014408377,2.9280479045747203,3.0,False,False,False
83,2.963798212087249,2.963798212087249,3.0,2.943537987412021,129.77388760772482,64.7601946543537,0.0,2.954789096394375,2.943537987412021,2.929486946483226,3.0,False,False,False
84,2.9645222478455038,2.9645222478455038,3.0,2.944667227663781,129.73840985557032,64.78499076126663,0.0,2.955693314466488,2.944667227663781,2.9308972075535618,3.0,False,False,False
85,2.9652318028885936,2.9652318028885936,3.0,2.945773883110505,129.7036416584589,64.80929094604129,0.0,2.956579448177158,2.945773883110505,2.9322792634024903,3.0,False,False,False
86,2.965927166830822,2.965927166830822,3.0,2.9468584054482947,129.66956882528973,64.83310512712046,0.0,2.9574478592136146,2.9468584054482947,2.933633678134441,3.0,False,False,False
87,2.9666086234942055,2.9666086234942055,3.0,2.947921237339329,129.65617744878395,64.85644302457806,0.0,2.958298902029343,2.947921237339329,2.9349610045717522,2.98,False,False,False
88,2.966876451024321,2.966876451024321,3.0,2.9489628125925424,129.70265389980827,64.8793141640865,0.0,2.9591329239887556,2.9489628125925424,2.9362617844803167,2.9204000000000003,False,False,False
89,2.965946922003835,2.965946922003835,3.0,2.9499835563406913,129.74660882181212,64.90172788080476,0.0,2.9599502655089807,2.9499835563406913,2.937536548790711,2.9219920000000004,False,False,False
90,2.9650678235637575,2.9650678235637575,3.0,2.9509838852138772,129.78812448537587,64.92369332318866,0.0,2.960751260198801,2.9509838852138772,2.9387858178148965,2.9235521600000003,False,False,False
91,2.9642375102924827,2.9642375102924827,3.0,2.9519642075096,129.82728087886838,64.94521945672489,0.0,2.9615362349948247,2.9519642075096,2.9400101014585984,2.9250811168,False,False,False
92,2.9634543824226323,2.9634543824226323,3.0,2.952924923359408,129.86415576682703,64.96631506759039,0.0,2.962305510294928,2.952924923359408,2.9412098994294262,2.9265794944640002,False,False,False
93,2.9627168846634593,2.9627168846634593,3.0,2.9538664248922197,129.89882474691575,64.98698876623857,0.0,2.9630594000890293,2.9538664248922197,2.9423857014408377,2.9280479045747203,False,False,False
94,2.962023505061685,2.962023505061685,3.0,2.954789096394375,129.93136130549422,65.00724899091381,0.0,2.963798212087249,2.954789096394375,2.943537987412021,2.929486946483226,False,False,False
95,2.9613727738901154,2.9613727738901154,3.0,2.955693314466488,129.96183687183077,65.02710401109553,0.0,2.9645222478455038,2.955693314466488,2.944667227663781,2.9308972075535618,False,False,False
96,2.9607632625633844,2.9607632625633844,3.0,2.956579448177158,129.99032087099167,65.04656193087362,0.0,2.9652318028885936,2.956579448177158,2.945773883110505,2.9322792634024903,False,False,False
97,2.9601935825801666,2.9601935825801666,3.0,2.9574478592136146,130.0168807754374,65.06563069225615,0.0,2.965927166830822,2.9574478592136146,2.9468584054482947,2.933633678134441,False,False,False
98,2.9596623844912524,2.9596623844912524,3.0,2.958298902029343,130.04158215535688,65.08431807841103,0.0,2.9666086234942055,2.958298902029343,2.947921237339329,2.9349610045717522,False,False,False
99,2.9591683568928624,2.9591683568928624,3.0,2.9591329239887556,130.06448872776943,65.10223171684281,0.0,2.966876451024321,2.9591329239887556,2.9489628125925424,2.9362617844803167,False,False,False
100,2.9587102254446114,2.9587102254446114,3.0,2.9599502655089807,130.08566240442332,65.11819508250595,0.0,2.965946922003835,2.9599502655089807,2.9499835563406913,2.937536548790711,False,False,False
101,2.9582867519115337,2.9582867519115337,3.0,2.960751260198801,130.10516333851996,65.13227902085583,0.0,2.9650678235637575,2.960751260198801,2.9509838852138772,2.9387858178148965,False,False,False
102,2.957896733229601,2.957896733229601,3.0,2.9615362349948247,130.12304997029096,65.1445523236387,0.0,2.9642375102924827,2.9615362349948247,2.9519642075096,2.9400101014585984,False,False,False
103,2.957539000594181,2.957539000594181,3.0,2.962305510294928,130.13937907145572,65.15508178270193,0.0,2.9634543824226323,2.962305510294928,2.952924923359408,2.9412098994294262,False,False,False
104,2.9572124185708857,2.9572124185708857,3.0,2.9630594000890293,130.15420578858578,65.16393224247317,0.0,2.9627168846634593,2.9630594000890293,2.9538664248922197,2.9423857014408377,False,False,False
105,2.9569158842282843,2.9569158842282843,3.0,2.963798212087249,130.16758368540206,65.17116665114047,0.0,2.962023505061685,2.963798212087249,2.954789096394375,2.943537987412021,False,False,False
106,2.9566483262919587,2.9566483262919587,3.0,2.9645222478455038,130.17956478403025,65.1768461105641,0.0,2.9613727738901154,2.9645222478455038,2.955693314466488,2.944667227663781,False,False,False
107,2.956408704319395,2.956408704319395,3.0,2.9652318028885936,130.19019960523912,65.18102992495034,0.0,2.9607632625633844,2.9652318028885936,2.956579448177158,2.945773883110505,False,False,False
108,2.9561960078952176,2.9561960078952176,3.0,2.965927166830822,130.19953720768603,65.18377564831688,0.0,2.9601935825801666,2.965927166830822,2.9574478592136146,2.9468584054482947,False,False,False
109,2.956009255846279,2.956009255846279,3.0,2.9666086234942055,130.207625226193,65.1851391307788,0.0,2.9596623844912524,2.9666086234942055,2.958298902029343,2.947921237339329,False,False,False
110,2.9558474954761405,2.9558474954761405,3.0,2.966876451024321,130.21450990907658,65.18517456368289,0.0,2.9591683568928624,2.966876451024321,2.9591329239887556,2.9489628125925424,False,False,False
111,2.955709801818468,2.955709801818468,3.0,2.965946922003835,130.22023615455436,65.18393452361852,0.0,2.9587102254446114,2.965946922003835,2.9599502655089807,2.9499835563406913,False,False,False
112,2.955595276908913,2.955595276908913,3.0,2.9650678235637575,130.2248475462494,65.18147001533124,0.0,2.9582867519115337,2.9650678235637575,2.960751260198801,2.9509838852138772,False,False,False
113,2.955503049075012,2.955503049075012,3.0,2.9642375102924827,130.22838638781482,65.17783051356602,0.0,2.957896733229601,2.9642375102924827,2.9615362349948247,2.9519642075096,False,False,False
114,2.9554322722437036,2.9554322722437036,3.0,2.9634543824226323,130.23089373669913,65.17306400386528,0.0,2.957539000594181,2.9634543824226323,2.962305510294928,2.952924923359408,False,False,False
115,2.9553821252660173,2.9553821252660173,3.0,2.9627168846634593,130.23240943707293,65.16721702234715,0.0,2.9572124185708857,2.9627168846634593,2.9630594000890293,2.9538664248922197,False,False,False
116,2.9553518112585415,2.9553518112585415,3.0,2.962023505061685,130.2329721519371,65.16033469448817,0.0,2.9569158842282843,2.962023505061685,2.963798212087249,2.954789096394375,False,False,False
117,2.955340556961258,2.955340556961258,3.0,2.9613727738901154,130.23261939443188,65.15246077293462,0.0,2.9566483262919587,2.9613727738901154,2.9645222478455038,2.955693314466488,False,False,False
118,2.955347612111362,2.955347612111362,3.0,2.9607632625633844,130.23138755836607,65.14363767436542,0.0,2.956408704319395,2.9607632625633844,2.9652318028885936,2.956579448177158,False,False,False
119,2.9553722488326786,2.9553722488326786,3.0,2.9601935825801666,130.22931194798514,65.13390651542981,0.0,2.9561960078952176,2.9601935825801666,2.965927166830822,2.9574478592136146,False,False,False
120,2.955413761040297,2.955413761040297,3.0,2.9596623844912524,130.22642680699607,65.12330714778189,0.0,2.956009255846279,2.9596623844912524,2.9666086234942055,2.958298902029343,False,False,False
